"ID";"GebruikVanGeweld";"SoortDiefstal";"RegioS";"Perioden";"TotaalGeregistreerdeDiefstallen_1";"GeregistreerdeDiefstallenRelatief_2";"GeregistreerdeDiefstallenPer1000Inw_3";"TotaalOpgehelderdeDiefstallen_4";"OpgehelderdeDiefstallenRelatief_5";"RegistratiesVanVerdachten_6"
"303941";"A048106";"CRI1122";"GM0597";"2015JJ00";"     195";"      18";"     4.3";"      10";"     6.2";"      15"
"303942";"A048106";"CRI1122";"GM0597";"2016JJ00";"     220";"      19";"     4.9";"       5";"     2.7";"      10"
"303943";"A048106";"CRI1122";"GM0597";"2017JJ00";"     250";"      25";"     5.5";"      10";"     3.2";"      15"
"303944";"A048106";"CRI1122";"GM0597";"2018JJ00";"     175";"      21";"     3.9";"      10";"     4.5";"      10"
"303945";"A048106";"CRI1122";"GM0597";"2019JJ00";"     125";"      15";"     2.7";"       0";"     0.0";"       5"
"303946";"A048106";"CRI1122";"GM0597";"2020JJ00";"     115";"      12";"     2.5";"       5";"     3.4";"      10"
"303947";"A048106";"CRI1122";"GM0597";"2021JJ00";"      90";"      12";"       .";"       0";"     0.0";"       0"
"303948";"A048106";"CRI1122";"GM0196";"2010JJ00";"      10";"       8";"       .";"       0";"     0.0";"       5"
"303949";"A048106";"CRI1122";"GM0196";"2011JJ00";"       5";"       5";"       .";"       0";"     0.0";"       0"
"303950";"A048106";"CRI1122";"GM0196";"2012JJ00";"      15";"       9";"       .";"       0";"     0.0";"       0"
"303951";"A048106";"CRI1122";"GM0196";"2013JJ00";"       5";"       5";"       .";"       0";"     0.0";"       0"
"303952";"A048106";"CRI1122";"GM0196";"2014JJ00";"      10";"       7";"       .";"       0";"     0.0";"       0"
"303953";"A048106";"CRI1122";"GM0196";"2015JJ00";"      20";"      13";"       .";"       0";"     0.0";"       0"
"303954";"A048106";"CRI1122";"GM0196";"2016JJ00";"       5";"       5";"       .";"       0";"     0.0";"       0"
"303955";"A048106";"CRI1122";"GM0196";"2017JJ00";"      10";"      15";"       .";"       0";"     0.0";"       0"
"303956";"A048106";"CRI1122";"GM0196";"2018JJ00";"";"";"";"";"";""
"303957";"A048106";"CRI1122";"GM0196";"2019JJ00";"";"";"";"";"";""
"303958";"A048106";"CRI1122";"GM0196";"2020JJ00";"";"";"";"";"";""
"303959";"A048106";"CRI1122";"GM0196";"2021JJ00";"";"";"";"";"";""
"303960";"A048106";"CRI1122";"GM1672";"2010JJ00";"      30";"       8";"       .";"       0";"     0.0";"       0"
"303961";"A048106";"CRI1122";"GM1672";"2011JJ00";"      45";"       9";"       .";"       0";"     0.0";"       0"
"303962";"A048106";"CRI1122";"GM1672";"2012JJ00";"      35";"       9";"       .";"       0";"     0.0";"       0"
"303963";"A048106";"CRI1122";"GM1672";"2013JJ00";"      35";"      11";"       .";"       5";"    10.8";"       5"
"303964";"A048106";"CRI1122";"GM1672";"2014JJ00";"";"";"";"";"";""
"303965";"A048106";"CRI1122";"GM1672";"2015JJ00";"";"";"";"";"";""
"303966";"A048106";"CRI1122";"GM1672";"2016JJ00";"";"";"";"";"";""
"303967";"A048106";"CRI1122";"GM1672";"2017JJ00";"";"";"";"";"";""
"303968";"A048106";"CRI1122";"GM1672";"2018JJ00";"";"";"";"";"";""
"303969";"A048106";"CRI1122";"GM1672";"2019JJ00";"";"";"";"";"";""
"303970";"A048106";"CRI1122";"GM1672";"2020JJ00";"";"";"";"";"";""
"303971";"A048106";"CRI1122";"GM1672";"2021JJ00";"";"";"";"";"";""
"303972";"A048106";"CRI1122";"GM1742";"2010JJ00";"     175";"      26";"     4.7";"       5";"     2.9";"      10"
"303973";"A048106";"CRI1122";"GM1742";"2011JJ00";"     255";"      33";"     6.8";"       5";"     2.8";"      10"
"303974";"A048106";"CRI1122";"GM1742";"2012JJ00";"     160";"      26";"     4.3";"       5";"     3.1";"       5"
"303975";"A048106";"CRI1122";"GM1742";"2013JJ00";"     120";"      19";"     3.1";"       0";"     0.0";"       0"
"303976";"A048106";"CRI1122";"GM1742";"2014JJ00";"     105";"      20";"     2.7";"       5";"     2.9";"       5"
"303977";"A048106";"CRI1122";"GM1742";"2015JJ00";"     110";"      24";"     2.9";"       5";"     3.6";"       5"
"303978";"A048106";"CRI1122";"GM1742";"2016JJ00";"      85";"      19";"       .";"      10";"    10.3";"      15"
"303979";"A048106";"CRI1122";"GM1742";"2017JJ00";"      85";"      21";"       .";"      10";"    12.6";"      20"
"303980";"A048106";"CRI1122";"GM1742";"2018JJ00";"      80";"      23";"       .";"       5";"     7.5";"       5"
"303981";"A048106";"CRI1122";"GM1742";"2019JJ00";"      60";"      19";"       .";"       0";"     0.0";"       0"
"303982";"A048106";"CRI1122";"GM1742";"2020JJ00";"      30";"      13";"       .";"       5";"    12.9";"       5"
"303983";"A048106";"CRI1122";"GM1742";"2021JJ00";"      65";"      22";"       .";"       5";"     9.1";"      10"
"303984";"A048106";"CRI1122";"GM0603";"2010JJ00";"     175";"       7";"     3.7";"       5";"     2.3";"       5"
"303985";"A048106";"CRI1122";"GM0603";"2011JJ00";"     260";"      10";"     5.5";"      15";"     5.0";"      20"
"303986";"A048106";"CRI1122";"GM0603";"2012JJ00";"     290";"      12";"     6.2";"      15";"     4.8";"      25"
"303987";"A048106";"CRI1122";"GM0603";"2013JJ00";"     270";"      12";"     5.7";"      20";"     7.8";"      30"
"303988";"A048106";"CRI1122";"GM0603";"2014JJ00";"     360";"      16";"     7.5";"      25";"     6.4";"      35"
"303989";"A048106";"CRI1122";"GM0603";"2015JJ00";"     490";"      23";"    10.2";"      20";"     3.7";"      30"
"303990";"A048106";"CRI1122";"GM0603";"2016JJ00";"     495";"      23";"    10.0";"      25";"     4.8";"      35"
"303991";"A048106";"CRI1122";"GM0603";"2017JJ00";"     425";"      23";"     8.3";"      15";"     3.3";"      20"
"303992";"A048106";"CRI1122";"GM0603";"2018JJ00";"     260";"      17";"     5.0";"       5";"     2.3";"      10"
"303993";"A048106";"CRI1122";"GM0603";"2019JJ00";"     220";"      14";"     4.1";"       5";"     2.3";"       5"
"303994";"A048106";"CRI1122";"GM0603";"2020JJ00";"     240";"      14";"     4.4";"      10";"     3.3";"      10"
"303995";"A048106";"CRI1122";"GM0603";"2021JJ00";"     230";"      16";"     4.1";"       5";"     2.6";"      10"
"303996";"A048106";"CRI1122";"GM1669";"2010JJ00";"      45";"       9";"       .";"       5";"     6.7";"       5"
"303997";"A048106";"CRI1122";"GM1669";"2011JJ00";"      50";"       9";"       .";"       0";"     0.0";"       0"
"303998";"A048106";"CRI1122";"GM1669";"2012JJ00";"      55";"      10";"       .";"       0";"     0.0";"       0"
"303999";"A048106";"CRI1122";"GM1669";"2013JJ00";"      25";"       6";"       .";"       0";"     0.0";"       0"
"304000";"A048106";"CRI1122";"GM1669";"2014JJ00";"      30";"       7";"       .";"       0";"     0.0";"       5"
"304001";"A048106";"CRI1122";"GM1669";"2015JJ00";"      25";"       7";"       .";"       0";"     0.0";"       0"
"304002";"A048106";"CRI1122";"GM1669";"2016JJ00";"      35";"       9";"       .";"       0";"     0.0";"       0"
"304003";"A048106";"CRI1122";"GM1669";"2017JJ00";"      40";"      12";"       .";"       0";"     0.0";"       0"
"304004";"A048106";"CRI1122";"GM1669";"2018JJ00";"      25";"       9";"       .";"       0";"     0.0";"       0"
"304005";"A048106";"CRI1122";"GM1669";"2019JJ00";"      30";"      11";"       .";"       0";"     0.0";"       0"
"304006";"A048106";"CRI1122";"GM1669";"2020JJ00";"      35";"      16";"       .";"       0";"     0.0";"       0"
"304007";"A048106";"CRI1122";"GM1669";"2021JJ00";"      25";"      15";"       .";"       0";"     0.0";"       0"
"304008";"A048106";"CRI1122";"GM0957";"2010JJ00";"     575";"      19";"    10.4";"      25";"     4.7";"      35"
"304009";"A048106";"CRI1122";"GM0957";"2011JJ00";"     650";"      18";"    11.7";"      40";"     6.0";"      50"
"304010";"A048106";"CRI1122";"GM0957";"2012JJ00";"     570";"      17";"    10.1";"      20";"     3.5";"      30"
"304011";"A048106";"CRI1122";"GM0957";"2013JJ00";"     635";"      20";"    11.2";"      35";"     5.2";"      50"
"304012";"A048106";"CRI1122";"GM0957";"2014JJ00";"     660";"      19";"    11.6";"      30";"     4.9";"      35"
"304013";"A048106";"CRI1122";"GM0957";"2015JJ00";"     540";"      18";"     9.5";"      70";"    13.1";"      85"
"304014";"A048106";"CRI1122";"GM0957";"2016JJ00";"     425";"      15";"     7.5";"      30";"     7.3";"      35"
"304015";"A048106";"CRI1122";"GM0957";"2017JJ00";"     480";"      17";"     8.3";"      55";"    11.1";"      65"
"304016";"A048106";"CRI1122";"GM0957";"2018JJ00";"     330";"      14";"     5.7";"      20";"     5.7";"      20"
"304017";"A048106";"CRI1122";"GM0957";"2019JJ00";"     270";"      12";"     4.7";"      10";"     3.7";"      15"
"304018";"A048106";"CRI1122";"GM0957";"2020JJ00";"     250";"      14";"     4.3";"      10";"     4.0";"      20"
"304019";"A048106";"CRI1122";"GM0957";"2021JJ00";"     275";"      20";"     4.7";"      25";"     9.5";"      35"
"304020";"A048106";"CRI1122";"GM0736";"2010JJ00";"     100";"      11";"     2.9";"       0";"     0.0";"       5"
"304021";"A048106";"CRI1122";"GM0736";"2011JJ00";"     105";"       9";"     2.4";"       5";"     2.9";"       5"
"304022";"A048106";"CRI1122";"GM0736";"2012JJ00";"     160";"      14";"     3.7";"       5";"     2.5";"       5"
"304023";"A048106";"CRI1122";"GM0736";"2013JJ00";"     200";"      16";"     4.6";"       5";"     3.0";"      10"
"304024";"A048106";"CRI1122";"GM0736";"2014JJ00";"     120";"      12";"     2.8";"       5";"     2.5";"       5"
"304025";"A048106";"CRI1122";"GM0736";"2015JJ00";"     115";"      13";"     2.7";"       5";"     5.2";"       5"
"304026";"A048106";"CRI1122";"GM0736";"2016JJ00";"      90";"      11";"       .";"       5";"     3.3";"       5"
"304027";"A048106";"CRI1122";"GM0736";"2017JJ00";"      65";"      10";"       .";"      10";"    12.1";"      10"
"304028";"A048106";"CRI1122";"GM0736";"2018JJ00";"      50";"      10";"       .";"       0";"     0.0";"       0"
"304029";"A048106";"CRI1122";"GM0736";"2019JJ00";"      45";"      10";"       .";"       0";"     0.0";"       5"
"304030";"A048106";"CRI1122";"GM0736";"2020JJ00";"      40";"       8";"       .";"       0";"     0.0";"       0"
"304031";"A048106";"CRI1122";"GM0736";"2021JJ00";"      50";"      13";"       .";"       0";"     0.0";"       0"
"304032";"A048106";"CRI1122";"GM1674";"2010JJ00";"     845";"      21";"    10.9";"      35";"     4.0";"      45"
"304033";"A048106";"CRI1122";"GM1674";"2011JJ00";"     595";"      18";"     7.7";"      30";"     4.9";"      40"
"304034";"A048106";"CRI1122";"GM1674";"2012JJ00";"     600";"      18";"     7.7";"      15";"     2.7";"      20"
"304035";"A048106";"CRI1122";"GM1674";"2013JJ00";"     620";"      20";"     8.0";"      25";"     3.7";"      30"
"304036";"A048106";"CRI1122";"GM1674";"2014JJ00";"     415";"      15";"     5.4";"      20";"     5.1";"      25"
"304037";"A048106";"CRI1122";"GM1674";"2015JJ00";"     420";"      17";"     5.4";"      20";"     4.8";"      20"
"304038";"A048106";"CRI1122";"GM1674";"2016JJ00";"     420";"      16";"     5.5";"      30";"     7.6";"      30"
"304039";"A048106";"CRI1122";"GM1674";"2017JJ00";"     290";"      14";"     3.7";"      15";"     5.9";"      20"
"304040";"A048106";"CRI1122";"GM1674";"2018JJ00";"     220";"      12";"     2.8";"      10";"     5.0";"      20"
"304041";"A048106";"CRI1122";"GM1674";"2019JJ00";"     270";"      14";"     3.5";"      10";"     4.1";"      15"
"304042";"A048106";"CRI1122";"GM1674";"2020JJ00";"     260";"      14";"     3.3";"      20";"     7.4";"      20"
"304043";"A048106";"CRI1122";"GM1674";"2021JJ00";"     305";"      14";"     4.0";"      10";"     3.3";"      10"
"304044";"A048106";"CRI1122";"GM0599";"2010JJ00";"    2830";"       8";"     4.8";"     195";"     6.9";"     270"
"304045";"A048106";"CRI1122";"GM0599";"2011JJ00";"    3625";"       9";"     5.9";"     215";"     5.9";"     300"
"304046";"A048106";"CRI1122";"GM0599";"2012JJ00";"    3775";"      10";"     6.1";"     240";"     6.4";"     315"
"304047";"A048106";"CRI1122";"GM0599";"2013JJ00";"    3620";"      10";"     5.9";"     220";"     6.0";"     285"
"304048";"A048106";"CRI1122";"GM0599";"2014JJ00";"    4575";"      13";"     7.4";"     285";"     6.2";"     360"
"304049";"A048106";"CRI1122";"GM0599";"2015JJ00";"    5090";"      15";"     8.2";"     270";"     5.3";"     350"
"304050";"A048106";"CRI1122";"GM0599";"2016JJ00";"    6805";"      20";"    10.8";"     270";"     4.0";"     325"
"304051";"A048106";"CRI1122";"GM0599";"2017JJ00";"    5935";"      20";"     9.4";"     230";"     3.9";"     270"
"304052";"A048106";"CRI1122";"GM0599";"2018JJ00";"    3925";"      16";"     6.1";"     160";"     4.0";"     205"
"304053";"A048106";"CRI1122";"GM0599";"2019JJ00";"    3960";"      16";"     6.1";"     120";"     3.1";"     140"
"304054";"A048106";"CRI1122";"GM0599";"2020JJ00";"    4285";"      19";"     6.6";"     115";"     2.6";"     135"
"304055";"A048106";"CRI1122";"GM0599";"2021JJ00";"    3615";"      19";"     5.5";"     100";"     2.7";"     115"
"304056";"A048106";"CRI1122";"GM0600";"2010JJ00";"      35";"      13";"       .";"       5";"    21.2";"      15"
"304057";"A048106";"CRI1122";"GM0600";"2011JJ00";"";"";"";"";"";""
"304058";"A048106";"CRI1122";"GM0600";"2012JJ00";"";"";"";"";"";""
"304059";"A048106";"CRI1122";"GM0600";"2013JJ00";"";"";"";"";"";""
"304060";"A048106";"CRI1122";"GM0600";"2014JJ00";"";"";"";"";"";""
"304061";"A048106";"CRI1122";"GM0600";"2015JJ00";"";"";"";"";"";""
"304062";"A048106";"CRI1122";"GM0600";"2016JJ00";"";"";"";"";"";""
"304063";"A048106";"CRI1122";"GM0600";"2017JJ00";"";"";"";"";"";""
"304064";"A048106";"CRI1122";"GM0600";"2018JJ00";"";"";"";"";"";""
"304065";"A048106";"CRI1122";"GM0600";"2019JJ00";"";"";"";"";"";""
"304066";"A048106";"CRI1122";"GM0600";"2020JJ00";"";"";"";"";"";""
"304067";"A048106";"CRI1122";"GM0600";"2021JJ00";"";"";"";"";"";""
"304068";"A048106";"CRI1122";"GM0277";"2010JJ00";"      10";"      12";"       .";"       0";"     0.0";"       0"
"304069";"A048106";"CRI1122";"GM0277";"2011JJ00";"       5";"       4";"       .";"       0";"     0.0";"       0"
"304070";"A048106";"CRI1122";"GM0277";"2012JJ00";"       5";"       6";"       .";"       0";"     0.0";"       0"
"304071";"A048106";"CRI1122";"GM0277";"2013JJ00";"       5";"       6";"       .";"       0";"     0.0";"       0"
"304072";"A048106";"CRI1122";"GM0277";"2014JJ00";"       5";"       7";"       .";"       0";"     0.0";"       0"
"304073";"A048106";"CRI1122";"GM0277";"2015JJ00";"       5";"       9";"       .";"       0";"     0.0";"       0"
"304074";"A048106";"CRI1122";"GM0277";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"304075";"A048106";"CRI1122";"GM0277";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"304076";"A048106";"CRI1122";"GM0277";"2018JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"304077";"A048106";"CRI1122";"GM0277";"2019JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"304078";"A048106";"CRI1122";"GM0277";"2020JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"304079";"A048106";"CRI1122";"GM0277";"2021JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"304080";"A048106";"CRI1122";"GM0840";"2010JJ00";"      70";"      11";"       .";"       5";"     4.2";"       5"
"304081";"A048106";"CRI1122";"GM0840";"2011JJ00";"      40";"       7";"       .";"       0";"     0.0";"       0"
"304082";"A048106";"CRI1122";"GM0840";"2012JJ00";"      35";"       8";"       .";"       5";"     8.1";"      10"
"304083";"A048106";"CRI1122";"GM0840";"2013JJ00";"      20";"       5";"       .";"       0";"     0.0";"       0"
"304084";"A048106";"CRI1122";"GM0840";"2014JJ00";"      20";"       4";"       .";"       5";"    20.0";"       5"
"304085";"A048106";"CRI1122";"GM0840";"2015JJ00";"      30";"       7";"       .";"       0";"     0.0";"       0"
"304086";"A048106";"CRI1122";"GM0840";"2016JJ00";"      20";"       5";"       .";"       0";"     0.0";"       0"
"304087";"A048106";"CRI1122";"GM0840";"2017JJ00";"      10";"       3";"       .";"       0";"     0.0";"       0"
"304088";"A048106";"CRI1122";"GM0840";"2018JJ00";"      10";"       5";"       .";"       0";"     0.0";"       0"
"304089";"A048106";"CRI1122";"GM0840";"2019JJ00";"      15";"       5";"       .";"       0";"     0.0";"       0"
"304090";"A048106";"CRI1122";"GM0840";"2020JJ00";"      25";"       8";"       .";"       0";"     0.0";"       0"
"304091";"A048106";"CRI1122";"GM0840";"2021JJ00";"      35";"      10";"       .";"       0";"     0.0";"       0"
"304092";"A048106";"CRI1122";"GM0441";"2010JJ00";"     125";"      19";"     6.6";"       5";"     2.4";"       5"
"304093";"A048106";"CRI1122";"GM0441";"2011JJ00";"     115";"      18";"     6.3";"       5";"     4.3";"      10"
"304094";"A048106";"CRI1122";"GM0441";"2012JJ00";"      85";"      17";"       .";"       5";"     6.0";"      10"
"304095";"A048106";"CRI1122";"GM0441";"2013JJ00";"     140";"      13";"     3.0";"       0";"     0.0";"       5"
"304096";"A048106";"CRI1122";"GM0441";"2014JJ00";"     175";"      17";"     3.8";"      10";"     4.6";"      10"
"304097";"A048106";"CRI1122";"GM0441";"2015JJ00";"     175";"      20";"     3.8";"       5";"     3.4";"       5"
"304098";"A048106";"CRI1122";"GM0441";"2016JJ00";"     130";"      18";"     2.8";"       5";"     3.1";"       5"
"304099";"A048106";"CRI1122";"GM0441";"2017JJ00";"      70";"      14";"       .";"       0";"     0.0";"       0"
"304100";"A048106";"CRI1122";"GM0441";"2018JJ00";"      85";"      16";"       .";"       5";"     4.7";"       5"
"304101";"A048106";"CRI1122";"GM0441";"2019JJ00";"     105";"      20";"     2.3";"       5";"     6.6";"      10"
"304102";"A048106";"CRI1122";"GM0441";"2020JJ00";"      75";"      18";"       .";"       0";"     0.0";"       0"
"304103";"A048106";"CRI1122";"GM0441";"2021JJ00";"      75";"      19";"       .";"       5";"     3.9";"       5"
"304104";"A048106";"CRI1122";"GM0458";"2010JJ00";"       5";"       3";"       .";"       0";"     0.0";"       0"
"304105";"A048106";"CRI1122";"GM0458";"2011JJ00";"       5";"       5";"       .";"       0";"     0.0";"       0"
"304106";"A048106";"CRI1122";"GM0458";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"304107";"A048106";"CRI1122";"GM0458";"2013JJ00";"       5";"       3";"       .";"       0";"     0.0";"       0"
"304108";"A048106";"CRI1122";"GM0458";"2014JJ00";"       5";"       4";"       .";"       0";"     0.0";"       0"
"304109";"A048106";"CRI1122";"GM0458";"2015JJ00";"";"";"";"";"";""
"304110";"A048106";"CRI1122";"GM0458";"2016JJ00";"";"";"";"";"";""
"304111";"A048106";"CRI1122";"GM0458";"2017JJ00";"";"";"";"";"";""
"304112";"A048106";"CRI1122";"GM0458";"2018JJ00";"";"";"";"";"";""
"304113";"A048106";"CRI1122";"GM0458";"2019JJ00";"";"";"";"";"";""
"304114";"A048106";"CRI1122";"GM0458";"2020JJ00";"";"";"";"";"";""
"304115";"A048106";"CRI1122";"GM0458";"2021JJ00";"";"";"";"";"";""
"304116";"A048106";"CRI1122";"GM0279";"2010JJ00";"      25";"      12";"       .";"       0";"     0.0";"       0"
"304117";"A048106";"CRI1122";"GM0279";"2011JJ00";"      20";"      12";"       .";"       0";"     0.0";"       0"
"304118";"A048106";"CRI1122";"GM0279";"2012JJ00";"      10";"       7";"       .";"       0";"     0.0";"       0"
"304119";"A048106";"CRI1122";"GM0279";"2013JJ00";"      30";"      16";"       .";"       5";"    10.0";"       5"
"304120";"A048106";"CRI1122";"GM0279";"2014JJ00";"      20";"      15";"       .";"       0";"     0.0";"       0"
"304121";"A048106";"CRI1122";"GM0279";"2015JJ00";"      30";"      24";"       .";"       0";"     0.0";"       0"
"304122";"A048106";"CRI1122";"GM0279";"2016JJ00";"      35";"      32";"       .";"       0";"     0.0";"       0"
"304123";"A048106";"CRI1122";"GM0279";"2017JJ00";"      10";"      13";"       .";"       0";"     0.0";"       0"
"304124";"A048106";"CRI1122";"GM0279";"2018JJ00";"      15";"      20";"       .";"       0";"     0.0";"       0"
"304125";"A048106";"CRI1122";"GM0279";"2019JJ00";"      10";"      11";"       .";"       0";"     0.0";"       0"
"304126";"A048106";"CRI1122";"GM0279";"2020JJ00";"      20";"      21";"       .";"       0";"     0.0";"       0"
"304127";"A048106";"CRI1122";"GM0279";"2021JJ00";"      20";"      27";"       .";"       0";"     0.0";"       0"
"304128";"A048106";"CRI1122";"GM0606";"2010JJ00";"     500";"      14";"     6.6";"      20";"     4.2";"      25"
"304129";"A048106";"CRI1122";"GM0606";"2011JJ00";"     530";"      15";"     7.0";"      25";"     4.4";"      35"
"304130";"A048106";"CRI1122";"GM0606";"2012JJ00";"     650";"      18";"     8.5";"      35";"     5.7";"      50"
"304131";"A048106";"CRI1122";"GM0606";"2013JJ00";"     650";"      17";"     8.5";"      20";"     3.4";"      30"
"304132";"A048106";"CRI1122";"GM0606";"2014JJ00";"     720";"      23";"     9.4";"      30";"     4.2";"      45"
"304133";"A048106";"CRI1122";"GM0606";"2015JJ00";"     635";"      21";"     8.2";"      25";"     3.6";"      30"
"304134";"A048106";"CRI1122";"GM0606";"2016JJ00";"     595";"      21";"     7.7";"      35";"     5.6";"      45"
"304135";"A048106";"CRI1122";"GM0606";"2017JJ00";"     745";"      25";"     9.6";"      25";"     3.1";"      25"
"304136";"A048106";"CRI1122";"GM0606";"2018JJ00";"     430";"      18";"     5.5";"      20";"     4.4";"      30"
"304137";"A048106";"CRI1122";"GM0606";"2019JJ00";"     495";"      19";"     6.3";"      15";"     3.2";"      20"
"304138";"A048106";"CRI1122";"GM0606";"2020JJ00";"     400";"      17";"     5.1";"      10";"     2.2";"      15"
"304139";"A048106";"CRI1122";"GM0606";"2021JJ00";"     390";"      21";"     4.9";"      10";"     2.1";"      10"
"304140";"A048106";"CRI1122";"GM0088";"2010JJ00";"       5";"      29";"       .";"       0";"     0.0";"       0"
"304141";"A048106";"CRI1122";"GM0088";"2011JJ00";"       5";"      14";"       .";"       0";"     0.0";"       0"
"304142";"A048106";"CRI1122";"GM0088";"2012JJ00";"       5";"      11";"       .";"       0";"     0.0";"       0"
"304143";"A048106";"CRI1122";"GM0088";"2013JJ00";"      10";"      31";"       .";"       0";"     0.0";"       0"
"304144";"A048106";"CRI1122";"GM0088";"2014JJ00";"       5";"      36";"       .";"       0";"     0.0";"       0"
"304145";"A048106";"CRI1122";"GM0088";"2015JJ00";"       5";"      25";"       .";"       0";"     0.0";"       0"
"304146";"A048106";"CRI1122";"GM0088";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"304147";"A048106";"CRI1122";"GM0088";"2017JJ00";"       5";"      29";"       .";"       0";"     0.0";"       0"
"304148";"A048106";"CRI1122";"GM0088";"2018JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"304149";"A048106";"CRI1122";"GM0088";"2019JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"304150";"A048106";"CRI1122";"GM0088";"2020JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"304151";"A048106";"CRI1122";"GM0088";"2021JJ00";"       5";"      19";"       .";"       0";"     0.0";"       0"
"304152";"A048106";"CRI1122";"GM0844";"2010JJ00";"     120";"      20";"     5.2";"       5";"     2.5";"       5"
"304153";"A048106";"CRI1122";"GM0844";"2011JJ00";"     180";"      27";"     7.7";"       5";"     1.7";"       5"
"304154";"A048106";"CRI1122";"GM0844";"2012JJ00";"     175";"      26";"     7.6";"       5";"     2.3";"       5"
"304155";"A048106";"CRI1122";"GM0844";"2013JJ00";"     155";"      20";"     6.7";"       5";"     4.5";"      10"
"304156";"A048106";"CRI1122";"GM0844";"2014JJ00";"     100";"      19";"     4.4";"       5";"     6.9";"       5"
"304157";"A048106";"CRI1122";"GM0844";"2015JJ00";"     100";"      20";"     4.2";"       0";"     0.0";"       5"
"304158";"A048106";"CRI1122";"GM0844";"2016JJ00";"     110";"      21";"     4.7";"      10";"     9.1";"      15"
"304159";"A048106";"CRI1122";"GM0844";"2017JJ00";"";"";"";"";"";""
"304160";"A048106";"CRI1122";"GM0844";"2018JJ00";"";"";"";"";"";""
"304161";"A048106";"CRI1122";"GM0844";"2019JJ00";"";"";"";"";"";""
"304162";"A048106";"CRI1122";"GM0844";"2020JJ00";"";"";"";"";"";""
"304163";"A048106";"CRI1122";"GM0844";"2021JJ00";"";"";"";"";"";""
"304164";"A048106";"CRI1122";"GM0962";"2010JJ00";"      35";"      10";"       .";"       0";"     0.0";"       0"
"304165";"A048106";"CRI1122";"GM0962";"2011JJ00";"      30";"       8";"       .";"       0";"     0.0";"       0"
"304166";"A048106";"CRI1122";"GM0962";"2012JJ00";"      40";"       9";"       .";"       0";"     0.0";"       0"
"304167";"A048106";"CRI1122";"GM0962";"2013JJ00";"      30";"       9";"       .";"       0";"     0.0";"       0"
"304168";"A048106";"CRI1122";"GM0962";"2014JJ00";"      40";"      11";"       .";"       0";"     0.0";"       0"
"304169";"A048106";"CRI1122";"GM0962";"2015JJ00";"      35";"       9";"       .";"       0";"     0.0";"       0"
"304170";"A048106";"CRI1122";"GM0962";"2016JJ00";"      30";"      11";"       .";"       0";"     0.0";"       0"
"304171";"A048106";"CRI1122";"GM0962";"2017JJ00";"      30";"      12";"       .";"       0";"     0.0";"       0"
"304172";"A048106";"CRI1122";"GM0962";"2018JJ00";"      10";"       8";"       .";"       0";"     0.0";"       0"
"304173";"A048106";"CRI1122";"GM0962";"2019JJ00";"";"";"";"";"";""
"304174";"A048106";"CRI1122";"GM0962";"2020JJ00";"";"";"";"";"";""
"304175";"A048106";"CRI1122";"GM0962";"2021JJ00";"";"";"";"";"";""
"304176";"A048106";"CRI1122";"GM0608";"2010JJ00";"      35";"      11";"       .";"       0";"     0.0";"       0"
"304177";"A048106";"CRI1122";"GM0608";"2011JJ00";"      35";"      15";"       .";"       0";"     0.0";"       0"
"304178";"A048106";"CRI1122";"GM0608";"2012JJ00";"      30";"      11";"       .";"       0";"     0.0";"       0"
"304179";"A048106";"CRI1122";"GM0608";"2013JJ00";"      40";"      15";"       .";"       0";"     0.0";"       0"
"304180";"A048106";"CRI1122";"GM0608";"2014JJ00";"      30";"      14";"       .";"       0";"     0.0";"       5"
"304181";"A048106";"CRI1122";"GM0608";"2015JJ00";"";"";"";"";"";""
"304182";"A048106";"CRI1122";"GM0608";"2016JJ00";"";"";"";"";"";""
"304183";"A048106";"CRI1122";"GM0608";"2017JJ00";"";"";"";"";"";""
"304184";"A048106";"CRI1122";"GM0608";"2018JJ00";"";"";"";"";"";""
"304185";"A048106";"CRI1122";"GM0608";"2019JJ00";"";"";"";"";"";""
"304186";"A048106";"CRI1122";"GM0608";"2020JJ00";"";"";"";"";"";""
"304187";"A048106";"CRI1122";"GM0608";"2021JJ00";"";"";"";"";"";""
"304188";"A048106";"CRI1122";"GM1676";"2010JJ00";"     175";"      14";"     5.1";"       0";"     0.0";"       0"
"304189";"A048106";"CRI1122";"GM1676";"2011JJ00";"     165";"      14";"     4.9";"       5";"     2.4";"       5"
"304190";"A048106";"CRI1122";"GM1676";"2012JJ00";"     165";"      15";"     4.8";"       5";"     2.4";"       5"
