"ID";"GebruikVanGeweld";"SoortDiefstal";"RegioS";"Perioden";"TotaalGeregistreerdeDiefstallen_1";"GeregistreerdeDiefstallenRelatief_2";"GeregistreerdeDiefstallenPer1000Inw_3";"TotaalOpgehelderdeDiefstallen_4";"OpgehelderdeDiefstallenRelatief_5";"RegistratiesVanVerdachten_6"
"6189";"T001540";"CRI1122";"GM0482";"2019JJ00";"      30";"      12";"       .";"       0";"     0.0";"       0"
"6190";"T001540";"CRI1122";"GM0482";"2020JJ00";"      25";"      10";"       .";"       0";"     0.0";"       0"
"6191";"T001540";"CRI1122";"GM0482";"2021JJ00";"      30";"      15";"       .";"       0";"     0.0";"       0"
"6192";"T001540";"CRI1122";"GM0613";"2010JJ00";"      90";"      14";"       .";"       5";"     5.7";"       5"
"6193";"T001540";"CRI1122";"GM0613";"2011JJ00";"     125";"      19";"     5.0";"       5";"     3.2";"       5"
"6194";"T001540";"CRI1122";"GM0613";"2012JJ00";"     120";"      19";"     4.7";"       5";"     3.4";"       5"
"6195";"T001540";"CRI1122";"GM0613";"2013JJ00";"      50";"       8";"       .";"       5";"     8.2";"       5"
"6196";"T001540";"CRI1122";"GM0613";"2014JJ00";"      60";"      10";"       .";"       5";"     5.2";"       5"
"6197";"T001540";"CRI1122";"GM0613";"2015JJ00";"      55";"      10";"       .";"       5";"     5.5";"       0"
"6198";"T001540";"CRI1122";"GM0613";"2016JJ00";"     110";"      23";"     4.5";"      10";"    10.7";"      20"
"6199";"T001540";"CRI1122";"GM0613";"2017JJ00";"     100";"      22";"     3.9";"       5";"     3.0";"       0"
"6200";"T001540";"CRI1122";"GM0613";"2018JJ00";"      70";"      17";"       .";"       0";"     0.0";"       0"
"6201";"T001540";"CRI1122";"GM0613";"2019JJ00";"      95";"      18";"     3.8";"       0";"     0.0";"       0"
"6202";"T001540";"CRI1122";"GM0613";"2020JJ00";"      75";"      16";"       .";"       0";"     0.0";"       0"
"6203";"T001540";"CRI1122";"GM0613";"2021JJ00";"      70";"      22";"       .";"       5";"     5.8";"       5"
"6204";"T001540";"CRI1122";"GM0361";"2010JJ00";"    1420";"      26";"    15.1";"      50";"     3.6";"      70"
"6205";"T001540";"CRI1122";"GM0361";"2011JJ00";"    1160";"      21";"    12.4";"      30";"     2.8";"      35"
"6206";"T001540";"CRI1122";"GM0361";"2012JJ00";"    1035";"      21";"    11.0";"      35";"     3.4";"      40"
"6207";"T001540";"CRI1122";"GM0361";"2013JJ00";"     990";"      21";"    10.5";"      35";"     3.4";"      45"
"6208";"T001540";"CRI1122";"GM0361";"2014JJ00";"    1140";"      24";"    12.0";"      45";"     4.1";"      50"
"6209";"T001540";"CRI1122";"GM0361";"2015JJ00";"    1020";"      24";"     9.5";"      30";"     2.8";"      35"
"6210";"T001540";"CRI1122";"GM0361";"2016JJ00";"     835";"      23";"     7.8";"      30";"     3.7";"      35"
"6211";"T001540";"CRI1122";"GM0361";"2017JJ00";"     530";"      18";"     4.9";"      30";"     5.7";"      35"
"6212";"T001540";"CRI1122";"GM0361";"2018JJ00";"     565";"      21";"     5.2";"      30";"     5.3";"      40"
"6213";"T001540";"CRI1122";"GM0361";"2019JJ00";"     470";"      19";"     4.3";"      30";"     6.6";"      45"
"6214";"T001540";"CRI1122";"GM0361";"2020JJ00";"     305";"      14";"     2.8";"      15";"     4.9";"      15"
"6215";"T001540";"CRI1122";"GM0361";"2021JJ00";"     425";"      24";"     3.9";"      10";"     2.3";"      15"
"6216";"T001540";"CRI1122";"GM0141";"2010JJ00";"     810";"      33";"    11.1";"      25";"     3.2";"      40"
"6217";"T001540";"CRI1122";"GM0141";"2011JJ00";"     780";"      34";"    10.8";"      30";"     3.6";"      35"
"6218";"T001540";"CRI1122";"GM0141";"2012JJ00";"     740";"      28";"    10.2";"      40";"     5.5";"      55"
"6219";"T001540";"CRI1122";"GM0141";"2013JJ00";"     845";"      28";"    11.6";"      40";"     5.0";"      50"
"6220";"T001540";"CRI1122";"GM0141";"2014JJ00";"     775";"      32";"    10.7";"      30";"     4.0";"      35"
"6221";"T001540";"CRI1122";"GM0141";"2015JJ00";"     755";"      35";"    10.4";"      45";"     5.7";"      95"
"6222";"T001540";"CRI1122";"GM0141";"2016JJ00";"     565";"      30";"     7.8";"      30";"     5.3";"      35"
"6223";"T001540";"CRI1122";"GM0141";"2017JJ00";"     510";"      28";"     7.1";"      30";"     5.9";"      40"
"6224";"T001540";"CRI1122";"GM0141";"2018JJ00";"     385";"      26";"     5.3";"      30";"     7.6";"      35"
"6225";"T001540";"CRI1122";"GM0141";"2019JJ00";"     375";"      26";"     5.2";"      35";"     9.0";"      35"
"6226";"T001540";"CRI1122";"GM0141";"2020JJ00";"     280";"      20";"     3.8";"      10";"     3.9";"      15"
"6227";"T001540";"CRI1122";"GM0141";"2021JJ00";"     355";"      26";"     4.8";"      15";"     4.0";"      20"
"6228";"T001540";"CRI1122";"GM0034";"2010JJ00";"     575";"       8";"     3.1";"      25";"     4.2";"      40"
"6229";"T001540";"CRI1122";"GM0034";"2011JJ00";"     690";"       9";"     3.6";"      35";"     5.2";"      50"
"6230";"T001540";"CRI1122";"GM0034";"2012JJ00";"     755";"       9";"     3.9";"      20";"     2.8";"      25"
"6231";"T001540";"CRI1122";"GM0034";"2013JJ00";"     845";"       9";"     4.3";"      30";"     3.7";"      50"
"6232";"T001540";"CRI1122";"GM0034";"2014JJ00";"     835";"      11";"     4.3";"      30";"     3.6";"      40"
"6233";"T001540";"CRI1122";"GM0034";"2015JJ00";"     850";"      14";"     4.3";"      50";"     5.7";"      60"
"6234";"T001540";"CRI1122";"GM0034";"2016JJ00";"     825";"      15";"     4.2";"      35";"     4.1";"      50"
"6235";"T001540";"CRI1122";"GM0034";"2017JJ00";"     395";"       8";"     2.0";"      25";"     5.9";"      25"
"6236";"T001540";"CRI1122";"GM0034";"2018JJ00";"     400";"       9";"     2.0";"      25";"     6.0";"      30"
"6237";"T001540";"CRI1122";"GM0034";"2019JJ00";"     425";"       9";"     2.0";"      20";"     4.7";"      20"
"6238";"T001540";"CRI1122";"GM0034";"2020JJ00";"     465";"      12";"     2.2";"      20";"     4.5";"      25"
"6239";"T001540";"CRI1122";"GM0034";"2021JJ00";"     400";"      13";"     1.9";"      15";"     3.8";"      20"
"6240";"T001540";"CRI1122";"GM0484";"2010JJ00";"     560";"      22";"     7.7";"      25";"     4.1";"      30"
"6241";"T001540";"CRI1122";"GM0484";"2011JJ00";"     690";"      26";"     9.5";"      25";"     3.8";"      35"
"6242";"T001540";"CRI1122";"GM0484";"2012JJ00";"     705";"      26";"     9.7";"      35";"     5.2";"      50"
"6243";"T001540";"CRI1122";"GM0484";"2013JJ00";"     590";"      25";"     8.1";"      35";"     5.9";"      55"
"6244";"T001540";"CRI1122";"GM0484";"2014JJ00";"     705";"      27";"     6.6";"      25";"     3.5";"      40"
"6245";"T001540";"CRI1122";"GM0484";"2015JJ00";"     610";"      26";"     5.7";"      25";"     4.4";"      35"
"6246";"T001540";"CRI1122";"GM0484";"2016JJ00";"     575";"      27";"     5.3";"      25";"     4.3";"      30"
"6247";"T001540";"CRI1122";"GM0484";"2017JJ00";"     445";"      27";"     4.1";"      15";"     3.4";"      25"
"6248";"T001540";"CRI1122";"GM0484";"2018JJ00";"     430";"      26";"     3.9";"      15";"     3.5";"      20"
"6249";"T001540";"CRI1122";"GM0484";"2019JJ00";"     370";"      23";"     3.3";"      20";"     5.9";"      35"
"6250";"T001540";"CRI1122";"GM0484";"2020JJ00";"     420";"      25";"     3.8";"      15";"     3.8";"      15"
"6251";"T001540";"CRI1122";"GM0484";"2021JJ00";"     475";"      33";"     4.2";"      20";"     4.0";"      30"
"6252";"T001540";"CRI1122";"GM1723";"2010JJ00";"      15";"       7";"       .";"       0";"     0.0";"       0"
"6253";"T001540";"CRI1122";"GM1723";"2011JJ00";"      20";"       7";"       .";"       0";"     0.0";"       0"
"6254";"T001540";"CRI1122";"GM1723";"2012JJ00";"      35";"       9";"       .";"       0";"     0.0";"       0"
"6255";"T001540";"CRI1122";"GM1723";"2013JJ00";"      25";"       6";"       .";"       0";"     0.0";"       0"
"6256";"T001540";"CRI1122";"GM1723";"2014JJ00";"      25";"       9";"       .";"       0";"     0.0";"       0"
"6257";"T001540";"CRI1122";"GM1723";"2015JJ00";"      35";"      11";"       .";"       0";"     0.0";"       0"
"6258";"T001540";"CRI1122";"GM1723";"2016JJ00";"      15";"       9";"       .";"       0";"     0.0";"       0"
"6259";"T001540";"CRI1122";"GM1723";"2017JJ00";"      10";"       8";"       .";"       0";"     0.0";"       0"
"6260";"T001540";"CRI1122";"GM1723";"2018JJ00";"      10";"       9";"       .";"       0";"     0.0";"       0"
"6261";"T001540";"CRI1122";"GM1723";"2019JJ00";"      15";"      11";"       .";"       0";"     0.0";"       0"
"6262";"T001540";"CRI1122";"GM1723";"2020JJ00";"       5";"       5";"       .";"       0";"     0.0";"       0"
"6263";"T001540";"CRI1122";"GM1723";"2021JJ00";"      15";"      14";"       .";"       0";"     0.0";"       0"
"6264";"T001540";"CRI1122";"GM1959";"2010JJ00";"";"";"";"";"";""
"6265";"T001540";"CRI1122";"GM1959";"2011JJ00";"";"";"";"";"";""
"6266";"T001540";"CRI1122";"GM1959";"2012JJ00";"";"";"";"";"";""
"6267";"T001540";"CRI1122";"GM1959";"2013JJ00";"";"";"";"";"";""
"6268";"T001540";"CRI1122";"GM1959";"2014JJ00";"";"";"";"";"";""
"6269";"T001540";"CRI1122";"GM1959";"2015JJ00";"";"";"";"";"";""
"6270";"T001540";"CRI1122";"GM1959";"2016JJ00";"";"";"";"";"";""
"6271";"T001540";"CRI1122";"GM1959";"2017JJ00";"";"";"";"";"";""
"6272";"T001540";"CRI1122";"GM1959";"2018JJ00";"";"";"";"";"";""
"6273";"T001540";"CRI1122";"GM1959";"2019JJ00";"      40";"       6";"       .";"       5";"     7.1";"       5"
"6274";"T001540";"CRI1122";"GM1959";"2020JJ00";"      90";"      13";"       .";"       0";"     0.0";"       0"
"6275";"T001540";"CRI1122";"GM1959";"2021JJ00";"      45";"      10";"       .";"       0";"     0.0";"       0"
"6276";"T001540";"CRI1122";"GM0060";"2010JJ00";"      35";"      30";"       .";"       0";"     0.0";"       0"
"6277";"T001540";"CRI1122";"GM0060";"2011JJ00";"      20";"      27";"       .";"       0";"     0.0";"       0"
"6278";"T001540";"CRI1122";"GM0060";"2012JJ00";"      30";"      33";"       .";"       0";"     0.0";"       0"
"6279";"T001540";"CRI1122";"GM0060";"2013JJ00";"      20";"      23";"       .";"       0";"     0.0";"       0"
"6280";"T001540";"CRI1122";"GM0060";"2014JJ00";"      25";"      31";"       .";"       5";"    11.1";"       5"
"6281";"T001540";"CRI1122";"GM0060";"2015JJ00";"      15";"      23";"       .";"       0";"     0.0";"       0"
"6282";"T001540";"CRI1122";"GM0060";"2016JJ00";"       5";"      14";"       .";"       0";"     0.0";"       0"
"6283";"T001540";"CRI1122";"GM0060";"2017JJ00";"      10";"      18";"       .";"       0";"     0.0";"       0"
"6284";"T001540";"CRI1122";"GM0060";"2018JJ00";"       5";"      18";"       .";"       0";"     0.0";"       0"
"6285";"T001540";"CRI1122";"GM0060";"2019JJ00";"      10";"      22";"       .";"       0";"     0.0";"       0"
"6286";"T001540";"CRI1122";"GM0060";"2020JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
